sale_date,Year,Month,Weekday_Name,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,total_sales
04-08-2015,2015,8,Tuesday,6.340000153,2.329999924,3,23,5,1,0,4,44.67000008
05-08-2015,2015,8,Wednesday,5,3.329999924,4.199999809,22.20000076,3.5,0,0,1,39.2300005
06-08-2015,2015,8,Thursday,5.329999924,1.669999957,8,35,11,0,3,2,65.99999988
07-08-2015,2015,8,Friday,4.329999924,4,6,22,9,2,1,6,54.32999992
08-08-2015,2015,8,Saturday,6.329999924,5.329999924,7,22,5,0,0,0.699999988,46.35999984
09-08-2015,2015,8,Sunday,5,3.660000086,2,21,5,0,2,3,41.66000009
10-08-2015,2015,8,Monday,3.670000076,5.679999828,4.199999809,29,12.5,0,1,5,61.04999971
11-08-2015,2015,8,Tuesday,12.32999992,6.659999847,7.400000095,18.10000038,10,0,0,4,58.49000025
12-08-2015,2015,8,Wednesday,8.670000076,7.69299984,4,28.20000076,9.5,0,1,1,60.06300068
13-08-2015,2015,8,Thursday,8,2,6,23.43799973,9,0,3,3,54.43799973
14-08-2015,2015,8,Friday,3,4.659999847,4,16.70000076,5,0,1,4,38.36000061
15-08-2015,2015,8,Saturday,3.339999914,6.340000153,6,35,14,1,1,1,67.68000007
16-08-2015,2015,8,Sunday,2,4.670000076,2,19.25,4,2,0,2,35.92000008
17-08-2015,2015,8,Monday,8,3,3,33,6,0,0,2,55
18-08-2015,2015,8,Tuesday,6.010000229,2.670000076,3,24,16,0,3,1,55.68000031
19-08-2015,2015,8,Wednesday,6.329999924,2.660000086,8,28,15,0,3,3,65.99000001
20-08-2015,2015,8,Thursday,3.5,3.680000067,5,19,6,1,0,0,38.18000007
21-08-2015,2015,8,Friday,6,0.670000017,3,34,8,1,1,4,57.67000002
22-08-2015,2015,8,Saturday,2.339999914,6.736000061,4,28,6,3,1,6,57.07599998
23-08-2015,2015,8,Sunday,8.989999771,5.329999924,3,28,8,0,2,2,57.31999969
24-08-2015,2015,8,Monday,8.5,3.660000086,3.400000095,45.09999847,8,0,0,1,69.65999866
25-08-2015,2015,8,Tuesday,2.339999914,2.670000076,4,23.5,20,0,1,3,56.50999999
26-08-2015,2015,8,Wednesday,2.670000076,4.019999981,7.300000191,27,7,0,1,6,54.99000025
27-08-2015,2015,8,Thursday,9.329999924,3,4.5,32,8,0,0,3,59.82999992
28-08-2015,2015,8,Friday,7,8.670000076,1,15.10000038,12,0,0,3,46.77000046
29-08-2015,2015,8,Saturday,10.84000015,10.34000015,4,23.20000076,4,3,3,2,60.38000107
30-08-2015,2015,8,Sunday,11,6.019999981,3.5,21,3,0,6,4,54.51999998
31-08-2015,2015,8,Monday,4,9.340000153,3.400000095,38,9.5,0,6,2,72.24000025
01-09-2015,2015,9,Tuesday,8.180000305,2.839999914,4.400000095,28.25,8,0,0,3,54.67000031
02-09-2015,2015,9,Wednesday,5.329999924,7,3,31.29999924,9.5,0,5,5,66.12999916
03-09-2015,2015,9,Thursday,1.340000033,3.680000067,2.200000048,19,13,0,4,2,45.22000015
04-09-2015,2015,9,Friday,3.339999914,2.680000067,3.099999905,20,8,1,1,2,41.11999989
05-09-2015,2015,9,Saturday,8.829999924,6.010000229,3.200000048,20,10.5,1,6,4,59.5400002
06-09-2015,2015,9,Sunday,8.329999924,9.670000076,6,23.60000038,8,1,0,3,59.60000038
07-09-2015,2015,9,Monday,4.340000153,6.124000072,2.5,32.79999924,7,1,5,2,60.76399946
08-09-2015,2015,9,Tuesday,2.670000076,1.692999959,5,29.20000076,4,0,2,4,48.5630008
09-09-2015,2015,9,Wednesday,2,3,1,34.70000076,8,0,2,2,52.70000076
10-09-2015,2015,9,Thursday,6,3.99000001,4.199999809,21.20000076,18,0,2,2,57.39000058
11-09-2015,2015,9,Friday,11.32999992,5,9,30,9,0,2,2,68.32999992
12-09-2015,2015,9,Saturday,4.659999847,7.659999847,5.199999809,63.29999924,6,3,0,2,91.81999874
13-09-2015,2015,9,Sunday,7.329999924,6.164999962,7.199999809,25,4,0,11,3,63.69499969
14-09-2015,2015,9,Monday,4.679999828,5,1,31.29999924,14,0,0,0,55.97999907
15-09-2015,2015,9,Tuesday,3.329999924,5.076000214,4.199999809,23.79999924,7.5,0,6,5,54.90599918
16-09-2015,2015,9,Wednesday,0.670000017,4.835000038,2.200000048,16.60000038,6,0,2,1,33.30500048
17-09-2015,2015,9,Thursday,9.829999924,6.329999924,0,35.5,3,0,1,2,57.65999985
18-09-2015,2015,9,Friday,3.339999914,1.330000043,3,16,4,0,4,3,34.66999996
19-09-2015,2015,9,Saturday,6.829999924,0.99000001,7,37,7,0,4,5,67.81999993
20-09-2015,2015,9,Sunday,9.989999771,3.99000001,6.5,28.89999962,15,0,0,2,66.3799994
21-09-2015,2015,9,Monday,2,10,2,46.70000076,6,0,0,2,68.70000076
22-09-2015,2015,9,Tuesday,6.989999771,1.330000043,4,19.5,10,2,5,5,53.81999981
23-09-2015,2015,9,Wednesday,6.159999847,4.056000233,3.299999952,34.65000153,7,0,2,1,58.16600156
24-09-2015,2015,9,Thursday,2.99000001,4.340000153,4.199999809,37.59999847,7,0,0,0,56.12999845
25-09-2015,2015,9,Friday,4.829999924,4.980000019,5.199999809,25.20000076,11,0,1,3,55.21000051
26-09-2015,2015,9,Saturday,12.42000008,3.329999924,2.5,33,6,1,7,2,67.25
27-09-2015,2015,9,Sunday,5.829999924,3,2.299999952,10.42500019,3,1,2,1,28.55500007
28-09-2015,2015,9,Monday,1,1.330000043,2,15.39999962,8,0,17,2,46.72999966
29-09-2015,2015,9,Tuesday,6.329999924,4.362999916,1,39.70000076,7,0,0,0,58.3930006
30-09-2015,2015,9,Wednesday,5.320000172,4.329999924,4,22.5,9,0,0,1,46.1500001
01-10-2015,2015,10,Thursday,9.659999847,5.989999771,4,34.56200027,2,0,5,2,63.21199989
02-10-2015,2015,10,Friday,5,4.725999832,4,37.29999924,5,0,5,1,62.02599907
03-10-2015,2015,10,Saturday,10.34000015,5.340000153,3,37.20000076,7,0,7,2,71.88000107
04-10-2015,2015,10,Sunday,7,4,4,59,3,0,16,2,95
05-10-2015,2015,10,Monday,5,2.372999907,2.200000048,70.94999695,11,1,7,5,104.5229969
06-10-2015,2015,10,Tuesday,5.690000057,3.660000086,5.5,42.72499847,9,1,5,4,76.57499862
07-10-2015,2015,10,Wednesday,7.329999924,2.660000086,6,44.29999924,8,0,5,2,75.28999925
08-10-2015,2015,10,Thursday,8.819999695,4.329999924,3,30.70000076,5,0,20,0,71.85000038
09-10-2015,2015,10,Friday,2,2.769000053,7.599999905,28.06200027,13,2,10,2,67.43100023
10-10-2015,2015,10,Saturday,6.159999847,5.659999847,3,46.29999924,19.5,0,1,0,81.61999893
11-10-2015,2015,10,Sunday,10.32999992,2.792000055,7.099999905,70.30000305,8,0,3,5,106.5220029
12-10-2015,2015,10,Monday,9.659999847,7.329999924,6,68.84999847,12,0,5,3,111.8399982
13-10-2015,2015,10,Tuesday,3.829999924,7,5.199999809,63.79999924,5.5,0,5,1,91.32999897
14-10-2015,2015,10,Wednesday,4.659999847,7.329999924,3.900000095,38.59999847,7,0,0,1,62.48999834
15-10-2015,2015,10,Thursday,5.159999847,5.725999832,7.300000191,64.72399902,4,0,9,1,96.90999889
16-10-2015,2015,10,Friday,1.669999957,3.329999924,5.199999809,57.29999924,2,0,5,1,75.49999893
17-10-2015,2015,10,Saturday,10.34000015,2.836999893,3.400000095,74.30000305,8,0,0,1,99.87700319
18-10-2015,2015,10,Sunday,7.340000153,6.539999962,4.900000095,55.59999847,3,1,8,8,94.37999868
19-10-2015,2015,10,Monday,12,3.802000046,3,62.59999847,3,0,17,0,101.4019985
20-10-2015,2015,10,Tuesday,3.339999914,1.99000001,2.299999952,44.70000076,6,0,10,5,73.33000064
21-10-2015,2015,10,Wednesday,8.659999847,2.362999916,3.200000048,36.79999924,9,1,1,4,66.02299905
22-10-2015,2015,10,Thursday,4.329999924,0.340000004,0,35.26200104,9,0,2,2,52.93200096
23-10-2015,2015,10,Friday,7,1.659999967,10.19999981,41.40000153,3,0,6,2,71.2600013
24-10-2015,2015,10,Saturday,9.840000153,8.350000381,9.100000381,67.40000153,8,0,4,2,108.6900024
25-10-2015,2015,10,Sunday,3,3.329999924,3.099999905,64.59999847,4,0,0,4,82.0299983
26-10-2015,2015,10,Monday,9,5.329999924,8,53.29999924,8,1,2,2,88.62999916
27-10-2015,2015,10,Tuesday,4.329999924,2,8.5,64.40000153,7,0,8,3,97.23000145
28-10-2015,2015,10,Wednesday,1,1.659999967,1,33,11,1,6,2,56.65999997
29-10-2015,2015,10,Thursday,2.329999924,3.693000078,1.299999952,38.29999924,8,0,0,1,54.62299919
30-10-2015,2015,10,Friday,5.329999924,3.670000076,3.200000048,49.59999847,8,0,5,3,77.79999852
31-10-2015,2015,10,Saturday,5.659999847,4.650000095,8,58.40000153,6,0,7,1,90.71000147
01-11-2015,2015,11,Sunday,2.329999924,7.989999771,5.599999905,80.40000153,11,0,5,0,112.3200011
02-11-2015,2015,11,Monday,4.659999847,4.329999924,4,46.29999924,7,0,7,2,75.28999901
03-11-2015,2015,11,Tuesday,1.340000033,4.349999905,4.300000191,41.79999924,5,0,3,0,59.78999937
04-11-2015,2015,11,Wednesday,8.5,2.339999914,3,59.79999924,18,3,3,4,101.6399992
05-11-2015,2015,11,Thursday,4.329999924,3.561000109,7.400000095,45,3,0,0,2,65.29100013
06-11-2015,2015,11,Friday,3.329999924,6.736000061,4,31.47500038,5,2,1,0,53.54100037
07-11-2015,2015,11,Saturday,4,3.109999895,4.800000191,69.90000153,15,1,6,1,104.8100016
08-11-2015,2015,11,Sunday,6.329999924,3.670000076,7.199999809,48.59999847,7,0,13,1,86.79999828
09-11-2015,2015,11,Monday,3.660000086,6.197999954,4.199999809,40.75,3,1,12,1,71.80799985
10-11-2015,2015,11,Tuesday,6.329999924,7.481999874,10,41.20000076,8,0,9,2,84.01200056
11-11-2015,2015,11,Wednesday,9.659999847,5.340000153,7.199999809,60,4,0,12,3,101.1999998
12-11-2015,2015,11,Thursday,6,4.329999924,6,24,11,0,20,0,71.32999992
13-11-2015,2015,11,Friday,5,2.440000057,2,22,13,0,0,0,44.44000006
14-11-2015,2015,11,Saturday,4.989999771,0.330000013,3.700000048,19,5,1,0,1,35.01999983
15-11-2015,2015,11,Sunday,1.330000043,11.98999977,9.300000191,42.34999847,8,2,17,0,91.96999848
16-11-2015,2015,11,Monday,5.670000076,3.670000076,6,50.29999924,9,0,3,2,79.63999939
17-11-2015,2015,11,Tuesday,6.340000153,4.69299984,4.699999809,60,1,0,0,2,78.7329998
18-11-2015,2015,11,Wednesday,6.340000153,5.329999924,5.5,24.5,11,0,0,2,54.67000008
19-11-2015,2015,11,Thursday,2,2.99000001,2.099999905,26.39999962,22,0,0,0,55.48999953
20-11-2015,2015,11,Friday,5.659999847,1.659999967,3.799999952,25.60000038,2,2,10,3,53.72000015
21-11-2015,2015,11,Saturday,4,2.00999999,5.199999809,45.5,4,0,17,3,80.7099998
22-11-2015,2015,11,Sunday,2,3.438999891,2.599999905,41.20000076,6,2,2,1,60.23900056
23-11-2015,2015,11,Monday,3,1,4.699999809,69,3,0,1,2,83.69999981
24-11-2015,2015,11,Tuesday,5,6.329999924,6.400000095,19.79999924,12,3,1,5,58.52999926
25-11-2015,2015,11,Wednesday,5.659999847,5.329999924,3.200000048,29,11,0,3,3,60.18999982
26-11-2015,2015,11,Thursday,4.329999924,4,2,25.97500038,8,0,0,0,44.30500031
27-11-2015,2015,11,Friday,0.670000017,4.373000145,2,20.79999924,7,0,0,0,34.8429994
28-11-2015,2015,11,Saturday,6.329999924,3.660000086,4,46.82500076,3,0,10,1,74.81500077
29-11-2015,2015,11,Sunday,6.659999847,3.726000071,6,42.20000076,1,0,4,0,63.58600068
30-11-2015,2015,11,Monday,7.329999924,1.825000048,5,35.29999924,5,1,6,3,64.45499921
01-12-2015,2015,12,Tuesday,1.99000001,2.023000002,6.300000191,23.89999962,4,1,5,1,45.21299982
02-12-2015,2015,12,Wednesday,1,3.329999924,2.400000095,42,23,4,0,0,75.73000002
03-12-2015,2015,12,Thursday,4,3,5.599999905,56,6,1,1,1,77.5999999
04-12-2015,2015,12,Friday,3.329999924,4.758999825,4.699999809,25.60000038,9,3,3,1,54.38899994
05-12-2015,2015,12,Saturday,8,3.032999992,2,35.04999924,2,0,7,2.329999924,59.41299915
06-12-2015,2015,12,Sunday,5.670000076,7,3.400000095,60.40000153,5,2,3,1,87.4700017
07-12-2015,2015,12,Monday,3,2.098999977,2.200000048,26.5,6,1,11,6,57.79900002
08-12-2015,2015,12,Tuesday,2,6.340000153,2,41.32500076,8,0,0,0,59.66500092
09-12-2015,2015,12,Wednesday,3.339999914,3.471999884,7,41.26200104,16,0,3,1,75.07400084
10-12-2015,2015,12,Thursday,11.65999985,10.68999958,16,31.89999962,9,0,9,2.099999905,90.34999895
11-12-2015,2015,12,Friday,5.840000153,6.164999962,3,22.70000076,9,0,16,1,63.70500088
12-12-2015,2015,12,Saturday,6.340000153,3.200000048,3,42.20000076,5,2,6,1,68.74000096
13-12-2015,2015,12,Sunday,9.329999924,4.320000172,7,29,5,0,27,0,81.6500001
14-12-2015,2015,12,Monday,5,3,6.599999905,37.40000153,11,0,21,1,85.00000143
15-12-2015,2015,12,Tuesday,4.989999771,2,5,42,3,1,2,1,60.98999977
16-12-2015,2015,12,Wednesday,6.670000076,4,4,42,11,1,11,0,79.67000008
17-12-2015,2015,12,Thursday,9,3.00999999,3,25,7,0,0,2,49.00999999
18-12-2015,2015,12,Friday,4.329999924,8.901000023,4.300000191,27.20000076,12,4,2,1,63.7310009
19-12-2015,2015,12,Saturday,0,0,0,0,0,0,0,0,0
20-12-2015,2015,12,Sunday,3,3.473999977,2.200000048,43,3,0,16,1,71.67400002
21-12-2015,2015,12,Monday,5,6.340000153,2,53.59999847,14,0,6,0.400000006,87.33999863
22-12-2015,2015,12,Tuesday,5.659999847,0,5,48,6,0,13,1,78.65999985
23-12-2015,2015,12,Wednesday,3.329999924,4.010000229,2.299999952,28.79999924,3,0,0,0,41.43999934
24-12-2015,2015,12,Thursday,7.329999924,3.395999908,5,28.29999924,5,0,16,0,65.02599907
25-12-2015,2015,12,Friday,0.660000026,4.659999847,2,20.66200066,28,2,1,1,59.98200053
26-12-2015,2015,12,Saturday,4.670000076,1.659999967,5,87.19999695,15,3,0,4.300000191,120.8299972
27-12-2015,2015,12,Sunday,5.329999924,6.791999817,5.199999809,63.5,4,0,14,4.599999905,103.4219995
28-12-2015,2015,12,Monday,4,5.098999977,9.199999809,61.5,18,3,26,1,127.7989998
29-12-2015,2015,12,Tuesday,10.67000008,2.329999924,2,71.59999847,9,0,2,3,100.5999985
30-12-2015,2015,12,Wednesday,6.659999847,7.089000225,2,56.40000153,12,0,4,2,90.1490016
31-12-2015,2015,12,Thursday,7.659999847,6.098999977,7.599999905,44.34999847,18,0,6,1,90.7089982
01-01-2016,2016,1,Friday,0,0,0,0,0,0,0,0,0
02-01-2016,2016,1,Saturday,0.340000004,1.019999981,1,51.20000076,0,1,5,5,64.56000075
03-01-2016,2016,1,Sunday,4,4,2.5,56.09999847,1,0,5,1,73.59999847
04-01-2016,2016,1,Monday,7.329999924,5.989999771,6,46.59999847,6,0,12,1,84.91999817
05-01-2016,2016,1,Tuesday,5.329999924,5.989999771,4.599999905,38.59999847,15,0,5,1,75.51999807
06-01-2016,2016,1,Wednesday,6.659999847,3,6,61.90000153,2,0,12,2,93.56000137
07-01-2016,2016,1,Thursday,0,0,0,0,0,0,0,0,0
08-01-2016,2016,1,Friday,8,3.463000059,7.699999809,39.20000076,8,3,2,2,73.36300063
09-01-2016,2016,1,Saturday,7.329999924,2.660000086,5,88.30000305,9,0,3,3,118.2900031
10-01-2016,2016,1,Sunday,7,4.032999992,12,67.59999847,8,1,1,0,100.6329985
11-01-2016,2016,1,Monday,9.340000153,5.659999847,7,64.90000153,18,0,0,4,108.9000015
12-01-2016,2016,1,Tuesday,12,3.131999969,12,61.34999847,8,0,0,0,96.48199844
13-01-2016,2016,1,Wednesday,9,1.659999967,5,41.70000076,15,0,1,2,75.36000073
14-01-2016,2016,1,Thursday,2,5.15500021,6,69,18,0,8,2,110.1550002
15-01-2016,2016,1,Friday,8.979999542,4.659999847,10.60000038,18.10000038,8,0,10,2,62.34000015
16-01-2016,2016,1,Saturday,3.339999914,5.340000153,6,63.59999847,11,0,2,1,92.27999854
17-01-2016,2016,1,Sunday,7.010000229,1.603999972,3.900000095,46.59999847,4,0,0,1,64.11399877
18-01-2016,2016,1,Monday,3.5,2.99000001,4.300000191,62.79999924,3,2,9,2,89.58999944
19-01-2016,2016,1,Tuesday,6,5.659999847,6,49.79999924,7,0,0,3,77.45999908
20-01-2016,2016,1,Wednesday,2.319999933,3.362999916,3,15.10000038,29,3,3,2,60.78300023
21-01-2016,2016,1,Thursday,5,1.429999948,1,68.40000153,8,4,6,5,98.83000147
22-01-2016,2016,1,Friday,0.829999983,7.677999973,7,39.5,11,0,10,0,76.00799996
23-01-2016,2016,1,Saturday,6.329999924,6.131999969,7.099999905,36.79999924,4,0,6,2,68.36199903
24-01-2016,2016,1,Sunday,4,6.122000217,11.30000019,48.09999847,3,0,12,3,87.52199888
25-01-2016,2016,1,Monday,10.32999992,4.260000229,4,46.95000076,12,2,10,1.5,91.04000092
26-01-2016,2016,1,Tuesday,5.679999828,4.068999767,8,30.29999924,9,0,15,0,72.04899883
27-01-2016,2016,1,Wednesday,4.340000153,4.428999901,3.400000095,30.06200027,18,5,5,2,72.23100042
28-01-2016,2016,1,Thursday,7.329999924,6.659999847,4.400000095,33,4,0,4,3,62.38999987
29-01-2016,2016,1,Friday,5,8.670000076,8.600000381,74.40000153,3,1,17,2,119.670002
30-01-2016,2016,1,Saturday,9,4.428999901,5.300000191,47.4620018,3,2,5,2,78.19100189
31-01-2016,2016,1,Sunday,4.329999924,5.143000126,3.799999952,78.90000153,3,0,6,2,103.1730015
01-02-2016,2016,2,Monday,6.340000153,5,7.099999905,18,7,0,6,1,50.44000006
02-02-2016,2016,2,Tuesday,14.32999992,4.877999783,1.299999952,39,6,0,0,1,66.50799966
03-02-2016,2016,2,Wednesday,8,6.69299984,11.5,39.06200027,11,5,0,0,81.25500011
04-02-2016,2016,2,Thursday,8.340000153,4,4.199999809,28.79999924,5,0,4,4,58.3399992
05-02-2016,2016,2,Friday,5.659999847,2,3,51.59999847,7,0,3,1,73.25999832
06-02-2016,2016,2,Saturday,5.329999924,10.32999992,3,57.16199875,1,0,11,2,89.8219986
07-02-2016,2016,2,Sunday,3.660000086,6.056000233,4.5,88.19999695,2,0,13,1,118.4159973
08-02-2016,2016,2,Monday,6.329999924,6.989999771,5.5,28.03800011,5,0,23,1,75.8579998
09-02-2016,2016,2,Tuesday,7,3.329999924,4.400000095,47.70000076,16,2,1,2,83.43000078
10-02-2016,2016,2,Wednesday,4.340000153,4.703000069,7.199999809,34.09999847,29,0,4,2,85.3429985
11-02-2016,2016,2,Thursday,1.659999967,4.156000137,2.700000048,38.09999847,10,1,13,4,74.61599863
12-02-2016,2016,2,Friday,5.989999771,6.428999901,8.5,60.67499924,4,0,20,1,106.5939989
13-02-2016,2016,2,Saturday,2.670000076,3.670000076,5,42.40000153,2,0,10,2,67.74000168
14-02-2016,2016,2,Sunday,5.840000153,7.340000153,3.799999952,43.59999847,5,0,7,4,76.57999873
15-02-2016,2016,2,Monday,5.329999924,5.329999924,5.300000191,52.20000076,6,0,0,0,74.1600008
16-02-2016,2016,2,Tuesday,7.329999924,2.319999933,3,29,3,2,9,3,58.64999986
17-02-2016,2016,2,Wednesday,3,5,4,26.60000038,12,1,1,0,52.60000038
18-02-2016,2016,2,Thursday,2.339999914,1,4.300000191,43.84999847,3,0,9,1,64.48999858
19-02-2016,2016,2,Friday,4,1.669999957,4,28.70000076,18,2,26,1,85.37000072
20-02-2016,2016,2,Saturday,10.32999992,4.122000217,4,36.90000153,5,0,8,3,71.35200167
21-02-2016,2016,2,Sunday,6.340000153,4,0,55.70000076,5,2,7,4,84.04000092
22-02-2016,2016,2,Monday,3,5.320000172,3,51.125,10,0,12,4,88.44500017
23-02-2016,2016,2,Tuesday,3,2.329999924,2.599999905,41.29999924,11,0,15,3,78.22999907
24-02-2016,2016,2,Wednesday,7.659999847,2.329999924,2.099999905,35,6,2,5,1,61.08999968
25-02-2016,2016,2,Thursday,7.989999771,3.99000001,5,41,22,1,4,3,87.97999978
26-02-2016,2016,2,Friday,5,5.84800005,4.5,28.54999924,6,2,0,1,52.89799929
27-02-2016,2016,2,Saturday,8,7,6.599999905,25.79999924,3,0,5,2,57.39999914
28-02-2016,2016,2,Sunday,8,4.032999992,10.10000038,66.5,6,0,26,5,125.6330004
29-02-2016,2016,2,Monday,7,7.659999847,4,46.20000076,13,0,3,1,81.86000061
01-03-2016,2016,3,Tuesday,10,4,2.200000048,31,11,2,0,2,62.20000005
02-03-2016,2016,3,Wednesday,3.329999924,10.39599991,5.300000191,21.29999924,15,2,1,0,58.32599926
03-03-2016,2016,3,Thursday,2.829999924,2,5,55.79999924,2,0,9,4,80.62999916
04-03-2016,2016,3,Friday,5,0.99000001,4.400000095,26.60000038,3,0,0,0,39.99000049
05-03-2016,2016,3,Saturday,5,4.890999794,8,38,9,0,10,5,79.89099979
06-03-2016,2016,3,Sunday,5,8.145000458,4.900000095,79.90000153,2,0,5,7,111.9450021
07-03-2016,2016,3,Monday,5.329999924,7.340000153,4,43.5,3,1,6,1,71.17000008
08-03-2016,2016,3,Tuesday,4,6.659999847,3,44,7,0,3,3,70.65999985
09-03-2016,2016,3,Wednesday,4.340000153,5.670000076,7,21.79999924,7,1,6,4,56.80999947
10-03-2016,2016,3,Thursday,6.329999924,10.32999992,2,23.39999962,8,0,2,2,54.05999947
11-03-2016,2016,3,Friday,3.329999924,4.362999916,6.199999809,22,8,0,18,1,62.89299965
12-03-2016,2016,3,Saturday,3,6.373000145,1.399999976,41.79999924,4,0,23,1,80.57299936
13-03-2016,2016,3,Sunday,2.5,4.133999825,1.5,59.20000076,4,0,4,0.340000004,75.67400059
14-03-2016,2016,3,Monday,4.329999924,3.319999933,10,35.90000153,12,0,23,1,89.55000138
15-03-2016,2016,3,Tuesday,5.329999924,3.319999933,2,24,7,0,18,3,62.64999986
16-03-2016,2016,3,Wednesday,5.329999924,13.34000015,5.699999809,37.40000153,16,0,4,4,85.77000141
17-03-2016,2016,3,Thursday,5.659999847,5.395999908,5,60.20000076,10,0,8,5,99.25600052
18-03-2016,2016,3,Friday,3.339999914,5.353000164,5.199999809,25.46199989,15,2,8,3,67.35499978
19-03-2016,2016,3,Saturday,10.65999985,8.329999924,2.799999952,19.5,6,1,5,5,58.28999972
20-03-2016,2016,3,Sunday,7.989999771,9.69299984,2.200000048,42.20000076,1,0,15,5,83.08300042
21-03-2016,2016,3,Monday,5,8.055999756,6,45.70000076,11,0,36,7,118.7560005
22-03-2016,2016,3,Tuesday,2.329999924,0,5,42.18799973,12,2,4,2,69.51799965
23-03-2016,2016,3,Wednesday,4,3,6,24.25,22,1,0,3,63.25
24-03-2016,2016,3,Thursday,6.840000153,2,3,32,4,0,8,2,57.84000015
25-03-2016,2016,3,Friday,7,7.349999905,4.199999809,42.79999924,8,0,3,3,75.34999895
26-03-2016,2016,3,Saturday,2.5,0.660000026,7.5,33.25,4,0,0,5,52.91000003
27-03-2016,2016,3,Sunday,7.829999924,5.448999882,13.69999981,63.29999924,11,1,1,4,107.2789989
28-03-2016,2016,3,Monday,3.339999914,2.339999914,1.700000048,24.60000038,20,0,4,4.5,60.48000026
29-03-2016,2016,3,Tuesday,5.679999828,1.330000043,3.200000048,36.20000076,4,0,12,1,63.41000068
30-03-2016,2016,3,Wednesday,7.159999847,2.680000067,7.400000095,22.20000076,3,0,12,5,59.44000077
31-03-2016,2016,3,Thursday,2.329999924,8.680000305,2.900000095,31.25,1,0,5,5,56.16000032
01-04-2016,2016,4,Friday,6.329999924,3.00999999,2.700000048,50.40000153,4,0,16,10.5,92.94000149
02-04-2016,2016,4,Saturday,3.670000076,2,7,32.29999924,4,0,19,7.400000095,75.36999941
03-04-2016,2016,4,Sunday,9.670000076,7.395999908,5.300000191,73.5,5,0,6,11,117.8660002
04-04-2016,2016,4,Monday,7,5.230999947,5,21.60000038,3,1,11,2,55.83100033
05-04-2016,2016,4,Tuesday,6,5.329999924,4,40.29999924,5,1,11,12,84.62999916
06-04-2016,2016,4,Wednesday,6.659999847,5.362999916,2,15.25,7,0,6,3,45.27299976
07-04-2016,2016,4,Thursday,6.329999924,5.980000019,4,21,7,2,4,8.199999809,58.50999975
08-04-2016,2016,4,Friday,7.670000076,3.660000086,5,42.29999924,2,1,3,4.400000095,69.02999949
09-04-2016,2016,4,Saturday,9,9.010000229,3.099999905,38.79999924,7,0,14,3,83.90999937
10-04-2016,2016,4,Sunday,5,6.670000076,5.150000095,21.39999962,4,1,11,8,62.21999979
11-04-2016,2016,4,Monday,0.330000013,4.989999771,3,26,11,2,17,6,70.31999978
12-04-2016,2016,4,Tuesday,4.340000153,4.650000095,6,41.59999847,19,1,2,5,83.58999872
13-04-2016,2016,4,Wednesday,6.329999924,3.065999985,3,34,22.33333397,0,2,3,73.72933388
14-04-2016,2016,4,Thursday,2.660000086,2.319999933,8.5,44.22499847,9,0,4,6,76.70499849
15-04-2016,2016,4,Friday,4.329999924,3.055999994,2.700000048,23.60000038,6,0,10,4.199999809,53.88600016
16-04-2016,2016,4,Saturday,5.340000153,6.659999847,5.300000191,33,11,0,8,8.5,77.80000019
17-04-2016,2016,4,Sunday,4.329999924,8.175000191,3,52.79999924,2,0,7,7.199999809,84.50499916
18-04-2016,2016,4,Monday,3.660000086,2,5,22.10000038,15,3,7,7,64.76000047
19-04-2016,2016,4,Tuesday,3,1.340000033,8.300000191,24.29999924,7,0,6,4,53.93999946
20-04-2016,2016,4,Wednesday,2.660000086,3.329999924,2.400000095,17.10000038,11,5,15,3,59.49000049
21-04-2016,2016,4,Thursday,3,3.463999987,3,21.60000038,6,0,0,2.299999952,39.36400032
22-04-2016,2016,4,Friday,6,5.670000076,4,21.89999962,4,0,6,1,48.56999969
23-04-2016,2016,4,Saturday,13.65999985,3.690000057,8,33.20000076,8,0,0,4.5,71.05000067
24-04-2016,2016,4,Sunday,1,6.659999847,5.5,36.95000076,3,0,6,5,64.11000061
25-04-2016,2016,4,Monday,6.670000076,1.659999967,7.25,21.70000076,20,1,3,2.5,63.78000081
26-04-2016,2016,4,Tuesday,5.329999924,4.989999771,7,27.20000076,19,0,7,2,72.52000046
27-04-2016,2016,4,Wednesday,5.659999847,7.494999886,7,47.40000153,27,0,1,2,97.55500126
28-04-2016,2016,4,Thursday,4.659999847,6.340000153,6,28,17.66666603,0,12,12,86.66666603
29-04-2016,2016,4,Friday,6.659999847,3,2.5,37,15,0,1,3.200000048,68.3599999
30-04-2016,2016,4,Saturday,9.659999847,10.31999969,7,47.81200027,11,0,1,4.5,91.29199982
01-05-2016,2016,5,Sunday,0,0,0,0,0,0,0,0,0
02-05-2016,2016,5,Monday,4,1.019999981,1,39.20000076,7,0,5,2,59.22000074
03-05-2016,2016,5,Tuesday,6.329999924,5.989999771,3,23.89999962,3,0,0,2,44.21999931
04-05-2016,2016,5,Wednesday,7.340000153,3,5,32.20000076,4,0,1,2,54.54000092
05-05-2016,2016,5,Thursday,4.659999847,3,6,41,16,3,1,2,76.65999985
06-05-2016,2016,5,Friday,4,2.99000001,1,33.59999847,7,0,1,3,52.58999848
07-05-2016,2016,5,Saturday,3.99000001,8.340000153,4,47.20000076,5,1,0,10,79.53000093
